Altium Designer Pick and Place Locations
\\NAS\home\Projects\PCB Design\RGB Clock\PixelClockPCB\Panel\Outputs\PixelClockPanel_v1_0A_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       08/02/22
Time:       21:38
Revision:   6de14cffa453c2fadefb485e60836aec962565b2
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C28","Capacitor","TopLayer","CAPC1608X90N","24.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD28","SK6812","TopLayer","WS2812B","24.0069","12.0005","0",""
"C29","Capacitor","TopLayer","CAPC1608X90N","36.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD29","SK6812","TopLayer","WS2812B","36.0069","12.0005","0",""
"C30","Capacitor","TopLayer","CAPC1608X90N","48.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD30","SK6812","TopLayer","WS2812B","48.0069","12.0005","0",""
"C31","Capacitor","TopLayer","CAPC1608X90N","60.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD31","SK6812","TopLayer","WS2812B","60.0069","12.0005","0",""
"C32","Capacitor","TopLayer","CAPC1608X90N","72.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD32","SK6812","TopLayer","WS2812B","72.0069","12.0005","0",""
"C33","Capacitor","TopLayer","CAPC1608X90N","84.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD33","SK6812","TopLayer","WS2812B","84.0069","12.0005","0",""
"C34","Capacitor","TopLayer","CAPC1608X90N","96.0000","8.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD34","SK6812","TopLayer","WS2812B","96.0069","12.0005","0",""
"LD17","SK6812","TopLayer","WS2812B","96.0069","24.0005","0",""
"C17","Capacitor","TopLayer","CAPC1608X90N","96.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD16","SK6812","TopLayer","WS2812B","84.0069","24.0005","0",""
"C16","Capacitor","TopLayer","CAPC1608X90N","84.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD15","SK6812","TopLayer","WS2812B","72.0069","24.0005","0",""
"C15","Capacitor","TopLayer","CAPC1608X90N","72.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD14","SK6812","TopLayer","WS2812B","60.0069","24.0005","0",""
"C14","Capacitor","TopLayer","CAPC1608X90N","60.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD13","SK6812","TopLayer","WS2812B","48.0069","24.0005","0",""
"C13","Capacitor","TopLayer","CAPC1608X90N","48.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD12","SK6812","TopLayer","WS2812B","36.0069","24.0005","0",""
"C12","Capacitor","TopLayer","CAPC1608X90N","36.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD11","SK6812","TopLayer","WS2812B","24.0069","24.0005","0",""
"C11","Capacitor","TopLayer","CAPC1608X90N","24.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD10","SK6812","TopLayer","WS2812B","12.0069","24.0005","0",""
"C10","Capacitor","TopLayer","CAPC1608X90N","12.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD9","SK6812","TopLayer","WS2812B","0.0069","24.0005","0",""
"C9","Capacitor","TopLayer","CAPC1608X90N","0.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD8","SK6812","TopLayer","WS2812B","-11.9931","24.0005","0",""
"C8","Capacitor","TopLayer","CAPC1608X90N","-12.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD7","SK6812","TopLayer","WS2812B","-23.9931","24.0005","0",""
"C7","Capacitor","TopLayer","CAPC1608X90N","-24.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD6","SK6812","TopLayer","WS2812B","-35.9931","24.0005","0",""
"C6","Capacitor","TopLayer","CAPC1608X90N","-36.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD5","SK6812","TopLayer","WS2812B","-47.9931","24.0005","0",""
"C5","Capacitor","TopLayer","CAPC1608X90N","-48.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD4","SK6812","TopLayer","WS2812B","-59.9931","24.0005","0",""
"C4","Capacitor","TopLayer","CAPC1608X90N","-60.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD3","SK6812","TopLayer","WS2812B","-71.9931","24.0005","0",""
"C3","Capacitor","TopLayer","CAPC1608X90N","-72.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"C2","Capacitor","TopLayer","CAPC1608X90N","-84.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD2","SK6812","TopLayer","WS2812B","-83.9931","24.0005","0",""
"LD1","SK6812","TopLayer","WS2812B","-95.9931","24.0005","0",""
"MH12","Screw Hole","TopLayer","M3-Hole-2","90.0000","-18.0000","0",""
"MH11","Screw Hole","TopLayer","M3-Hole-2","54.0000","-18.0000","0",""
"MH10","Screw Hole","TopLayer","M3-Hole-2","18.0000","-18.0000","0",""
"MH9","Screw Hole","TopLayer","M3-Hole-2","-18.0000","-18.0000","0",""
"MH8","Screw Hole","TopLayer","M3-Hole-2","-54.0000","-18.0000","0",""
"MH7","Screw Hole","TopLayer","M3-Hole-2","-90.0000","-18.0000","0",""
"MH6","Screw Hole","TopLayer","M3-Hole-2","90.0000","18.0000","0",""
"MH5","Screw Hole","TopLayer","M3-Hole-2","54.0000","18.0000","0",""
"MH4","Screw Hole","TopLayer","M3-Hole-2","18.0000","18.0000","0",""
"MH3","Screw Hole","TopLayer","M3-Hole-2","-18.0000","18.0000","0",""
"MH2","Screw Hole","TopLayer","M3-Hole-2","-54.0000","18.0000","0",""
"MH1","Screw Hole","TopLayer","M3-Hole-2","-90.0000","18.0000","0",""
"C1","Capacitor","TopLayer","CAPC1608X90N","-96.0000","20.0000","0","CAP CER 0.1UF 50V X7R 0603"
