Altium Designer Pick and Place Locations
H:\Projects\PCB Design\RGB Clock\PixelClockPCB\Controller\Outputs\PixelClockController_v2_0_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       28/12/23
Time:       21:16
Revision:   62b9c1de4cf436d36ccc12f12493964c695e4c9a
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"D2","Diode SK520BTR","BottomLayer","DO-214AA","-78.5000","36.5000","0","DIODE SCHOTTKY 200V 5A SMB"
"D1","","TopLayer","DIOM2616X08N","-67.0000","12.7000","180","DIODE SCHOTTKY 40V 2A SOD123F"
"C42","Capacitor","TopLayer","CAPC3216X100N","-63.5148","21.9650","0","CAP CER 22UF 16V X5R 1206"
"C9","Capacitor","TopLayer","CAPC1608X90N","-25.4750","28.8050","90","CAP CER 0.1UF 50V X7R 0603"
"C8","Capacitor","TopLayer","CAPC3216X100N","-63.5148","29.4650","0","CAP CER 22UF 16V X5R 1206"
"C7","CapE-6.3-100uF-35V","BottomLayer","CAP_EL_PANASONIC","-88.9000","40.1003","0","Polarized Capacitor (Surface Mount)"
"R7","Resistor","TopLayer","RES_1608-0603","-26.1100","32.4000","180","RES SMD 10K OHM 1% 1/10W 0603"
"R6","Resistor","TopLayer","RES_1608-0603","-32.0300","32.4000","0","RES SMD 10K OHM 1% 1/10W 0603"
"U3","TSL25911FN","TopLayer","SON65P200X70-6N","-71.5473","4.1500","180","SENSOR OPT AMBIENT 6DFN"
"C6","Capacitor","TopLayer","CAPC1608X90N","-71.5123","6.6940","180","CAP CER 0.1UF 50V X7R 0603"
"S5","SW_THT_PB_4.3mm","TopLayer","TACT-SWITCH-TS1143","-10.7500","4.0000","0","6 X 6 MM, 12 MM ACTUATOR HEIGHT"
"P7","LEDs","BottomLayer","HDR1X6-HEADER","-17.4500","42.2900","180","Header, 6-Pin"
"P6","SPI","BottomLayer","HDR2X4-HEADER","-47.9300","41.0200","0","Header, 4-Pin, Dual row"
"P5","UART","BottomLayer","HDR2X3-Header","-59.3600","41.0200","0","Header, 3-Pin, Dual row"
"P3","PWR_IN","BottomLayer","HDR1X2-HEADER","-80.9500","42.2900","0","Header, 2-Pin"
"U2","74LVC1G17SE-7","TopLayer","SOT353","-28.4750","28.8050","0","IC BUF NON-INVERT 5.5V SOT353"
"MH4","Screw Hole","TopLayer","M3-Hole-2","-3.0000","3.0000","0",""
"MH3","Screw Hole","TopLayer","M3-Hole-2","-97.0000","3.0000","90",""
"MH2","Screw Hole","TopLayer","M3-Hole-2","-3.0000","42.0000","90",""
"MH1","Screw Hole","TopLayer","M3-Hole-2","-97.0000","42.0000","0",""
"S4","SW_THT_PB_4.3mm","TopLayer","TACT-SWITCH-TS1143","-22.7500","4.0000","0","6 X 6 MM, 12 MM ACTUATOR HEIGHT"
"S2","SW_THT_PB_4.3mm","TopLayer","TACT-SWITCH-TS1143","-46.7500","4.0000","0","6 X 6 MM, 12 MM ACTUATOR HEIGHT"
"S1","SW_THT_PB_4.3mm","TopLayer","TACT-SWITCH-TS1143","-58.7500","4.0000","0","6 X 6 MM, 12 MM ACTUATOR HEIGHT"
"BZ1","Piezo Transducer","TopLayer","PKMCS0909E4000-R1","-87.2998","6.8000","270","AUDIO PIEZO TRANSDUCER 12.5V SMD 9 x 9MM"
"U1","AP2112K-3.3TRG1","TopLayer","SOT23-5","-63.5148","25.6650","270","IC REG LINEAR 3.3V 600MA SOT25"
